PJME_MW,hour,dayofweek,quarter,month,year,dayofyear,weekofmonth,weekofyear
33187.0,7,4,2,6,2006,153,2,22
31964.0,0,6,1,3,2007,77,18,11
29677.0,11,6,1,3,2014,75,16,11
27857.0,4,2,3,8,2006,228,16,33
29906.0,10,5,3,8,2014,235,23,34
31486.0,13,6,1,2,2017,36,5,5
31891.0,14,5,1,3,2010,72,13,10
44102.0,17,5,3,8,2013,243,31,35
26484.0,23,0,2,4,2017,100,10,15
25034.0,15,6,2,5,2014,124,4,18
39464.0,22,5,2,6,2016,163,11,23
41014.0,23,2,3,8,2012,221,8,32
23867.0,5,2,2,6,2009,161,10,24
31213.0,11,5,4,11,2017,315,11,45
22506.0,5,1,2,4,2011,109,19,16
37713.0,18,2,1,1,2005,12,12,2
29944.0,12,6,4,12,2006,337,3,48
35300.0,17,4,1,2,2010,43,12,6
48014.0,18,2,3,8,2007,241,29,35
21822.0,3,0,3,9,2007,260,17,38
41674.0,20,1,4,12,2006,339,5,49
31360.0,0,5,1,1,2014,11,11,2
32274.0,11,2,2,4,2011,103,13,15
30995.0,14,5,2,4,2007,97,7,14
31945.0,5,3,1,1,2010,14,14,2
25645.0,23,4,4,11,2017,307,3,44
31469.0,2,1,1,2,2014,49,18,8
26327.0,9,5,4,10,2009,297,24,43
37484.0,13,5,3,8,2012,238,25,34
27356.0,20,5,4,10,2017,294,21,42
37036.0,9,1,3,7,2008,197,15,29
20209.0,4,6,2,6,2003,159,8,23
29699.0,8,1,3,9,2008,274,30,40
20587.0,3,6,2,5,2011,121,1,17
43296.0,17,2,3,9,2004,245,1,36
45449.0,21,3,3,7,2011,188,7,27
30792.0,17,2,2,5,2012,123,2,18
31985.0,8,6,1,1,2006,15,15,2
34360.0,17,0,2,4,2007,113,23,17
33237.0,14,2,1,3,2008,65,5,10
37055.0,21,0,1,3,2006,79,20,12
29260.0,16,6,2,6,2018,161,10,23
32884.0,9,1,2,4,2008,106,15,16
44133.0,12,2,3,7,2004,203,21,30
32201.0,16,3,1,2,2012,33,2,5
38968.0,19,5,4,12,2010,352,18,50
36158.0,11,1,3,8,2017,227,15,33
30724.0,19,1,2,4,2014,105,15,16
24779.0,2,0,1,1,2010,25,25,4
21427.0,3,2,2,5,2013,121,1,18
21696.0,2,0,4,10,2010,284,11,41
28243.0,15,5,1,3,2009,80,21,12
43791.0,19,0,3,7,2018,204,23,30
32379.0,1,1,3,7,2017,192,11,28
29623.0,19,5,1,3,2007,83,24,12
21668.0,1,0,2,4,2006,107,17,16
21775.0,5,4,2,5,2012,139,18,20
44692.0,22,3,3,8,2002,234,22,34
32836.0,16,0,1,1,2007,15,15,3
46033.0,13,2,2,6,2006,179,28,26
43377.0,14,6,3,8,2015,228,16,33
30685.0,21,0,4,10,2013,287,14,42
22494.0,3,2,4,10,2002,296,23,43
39179.0,19,5,2,6,2008,173,21,25
31060.0,9,3,4,10,2003,289,16,42
47069.0,18,1,3,9,2008,246,2,36
33600.0,12,1,4,10,2006,283,10,41
32676.0,9,3,3,9,2011,244,1,35
26306.0,6,6,3,8,2006,239,27,34
30860.0,9,6,4,12,2013,335,1,48
34712.0,21,3,4,10,2005,300,27,43
42861.0,12,2,2,6,2010,153,2,22
32481.0,11,3,4,10,2004,295,21,43
35067.0,23,4,4,12,2008,340,5,49
26797.0,9,5,2,5,2008,131,10,19
36998.0,20,6,4,12,2008,349,14,50
34100.0,13,4,2,4,2007,103,13,15
38841.0,8,0,3,8,2002,217,5,32
33202.0,20,6,1,3,2008,76,16,11
38037.0,15,6,3,9,2005,261,18,37
25601.0,3,3,2,4,2014,107,17,16
37349.0,18,5,2,6,2017,161,10,23
26776.0,1,6,4,12,2015,340,6,49
30012.0,23,3,1,1,2012,12,12,2
42377.0,12,4,2,6,2017,181,30,26
50453.0,16,6,2,6,2008,160,8,23
31555.0,4,2,1,1,2009,28,28,5
43114.0,13,2,3,7,2013,205,24,30
29870.0,16,4,2,4,2010,113,23,16
33563.0,10,6,4,12,2003,341,7,49
27184.0,5,2,2,6,2014,176,25,26
34356.0,5,2,1,1,2015,28,28,5
29883.0,3,4,3,7,2013,186,5,27
36413.0,12,5,1,2,2014,39,8,6
42631.0,15,3,3,8,2016,217,4,31
38820.0,18,4,2,5,2004,142,21,21
31853.0,11,0,4,11,2009,306,2,45
33560.0,19,1,3,8,2007,233,21,34
24422.0,0,5,2,5,2014,123,3,18
23511.0,1,2,2,5,2006,123,3,18
34199.0,13,0,2,5,2010,144,24,21
28551.0,0,6,4,12,2004,347,12,50
27363.0,23,3,4,10,2012,292,18,42
25718.0,1,5,2,4,2004,94,3,14
21708.0,3,6,4,11,2008,314,9,45
41323.0,22,2,3,8,2003,218,6,32
27929.0,16,2,1,3,2017,67,8,10
48736.0,15,0,3,7,2014,188,7,28
33740.0,3,2,3,8,2005,243,31,35
25369.0,11,6,2,4,2003,117,27,17
29716.0,13,0,2,4,2016,102,11,15
30508.0,19,1,2,4,2008,106,15,16
35014.0,22,6,3,7,2017,190,9,27
30357.0,18,2,2,5,2002,142,22,21
44329.0,14,5,2,6,2010,156,5,22
33518.0,7,4,4,12,2012,342,7,49
29192.0,22,2,4,10,2014,281,8,41
29951.0,6,6,1,1,2009,4,4,1
29655.0,7,5,4,12,2007,356,22,51
26613.0,23,5,2,6,2004,157,5,23
22514.0,3,6,3,9,2010,248,5,35
31521.0,10,3,1,1,2015,1,1,1
28649.0,18,5,1,3,2016,79,19,11
37870.0,21,6,3,7,2018,210,29,30
28036.0,8,6,3,9,2013,244,1,35
33296.0,7,1,4,12,2003,336,2,49
40774.0,16,4,3,9,2002,263,20,38
36696.0,19,4,2,5,2010,141,21,20
31977.0,16,5,2,5,2007,132,12,19
33440.0,12,4,1,1,2015,2,2,1
29822.0,17,0,2,4,2018,106,16,16
26773.0,11,6,2,5,2007,140,20,20
33377.0,17,2,1,3,2006,67,8,10
38744.0,9,0,4,12,2009,355,21,52
30519.0,6,1,3,8,2015,216,4,32
32462.0,21,1,2,6,2009,167,16,25
39901.0,20,5,1,1,2010,9,9,1
23117.0,2,4,1,1,2017,13,13,2
28484.0,13,2,2,4,2016,118,27,17
36614.0,8,1,1,2,2008,57,26,9
26211.0,23,0,2,4,2018,120,30,18
43363.0,11,3,3,8,2007,228,16,33
35514.0,21,0,1,1,2006,9,9,2
28767.0,14,3,2,4,2013,115,25,17
24313.0,3,5,2,6,2010,163,12,23
23484.0,8,5,2,5,2002,138,18,20
38491.0,10,4,3,8,2004,226,13,33
34128.0,8,1,3,9,2010,271,28,39
43501.0,16,1,3,8,2005,235,23,34
36864.0,17,2,2,5,2010,125,5,18
35191.0,21,0,1,2,2011,45,14,7
22414.0,1,4,4,10,2015,296,23,43
37494.0,10,2,1,2,2015,42,11,7
28195.0,13,6,4,11,2017,316,12,45
28006.0,9,6,1,3,2012,64,4,9
35144.0,20,3,2,6,2011,167,16,24
32315.0,10,5,4,12,2012,350,15,50
31348.0,9,2,2,6,2005,152,1,22
32376.0,1,0,3,8,2015,229,17,34
32018.0,20,1,4,10,2014,280,7,41
32218.0,13,2,4,10,2009,301,28,44
37260.0,22,1,1,2,2015,41,10,7
32908.0,12,1,1,1,2012,31,31,5
27107.0,15,1,2,5,2017,129,9,19
30917.0,16,2,4,10,2003,274,1,40
40488.0,0,4,3,7,2002,200,19,29
26233.0,16,3,4,11,2004,330,25,48
30399.0,20,1,2,4,2002,120,30,18
27540.0,15,5,1,2,2014,53,22,8
36145.0,12,1,3,9,2002,246,3,36
47365.0,10,1,3,7,2005,200,19,29
25969.0,23,5,1,3,2010,79,20,11
33845.0,0,4,3,8,2004,226,13,33
32162.0,21,6,1,3,2016,80,20,11
40235.0,19,2,1,1,2008,30,30,5
48703.0,13,5,3,7,2013,201,20,29
35755.0,21,1,1,3,2011,60,1,9
39206.0,21,1,4,12,2010,362,28,52
42407.0,11,5,3,7,2017,203,22,29
44534.0,12,1,3,8,2008,232,19,34
29713.0,0,0,3,8,2017,226,14,33
33835.0,17,2,1,2,2005,54,23,8
33273.0,12,4,1,3,2017,76,17,11
35791.0,13,2,4,11,2008,324,19,47
31130.0,13,0,1,3,2018,64,5,10
38446.0,21,0,1,2,2006,37,6,6
26312.0,3,3,4,10,2007,277,4,40
33246.0,21,1,1,3,2009,76,17,12
29283.0,0,0,1,1,2010,18,18,3
21048.0,4,3,4,10,2017,299,26,43
25108.0,7,5,4,10,2016,303,29,43
32211.0,9,6,3,7,2008,195,13,28
30269.0,9,6,4,12,2014,348,14,50
32638.0,18,5,1,2,2012,56,25,8
26832.0,1,4,4,12,2006,349,15,50
22660.0,6,0,3,9,2016,270,26,39
32587.0,17,5,1,2,2003,53,22,8
34973.0,7,2,1,2,2004,35,4,6
37187.0,12,5,1,1,2004,17,17,3
29247.0,17,5,4,10,2008,299,25,43
33356.0,19,0,4,10,2004,292,18,43
41011.0,17,1,2,6,2009,181,30,27
26264.0,19,6,2,4,2006,120,30,17
31260.0,13,1,2,5,2012,129,8,19
31694.0,6,6,1,2,2013,41,10,6
29837.0,15,1,2,4,2012,115,24,17
29504.0,16,0,2,4,2002,91,1,14
29664.0,8,3,2,6,2003,156,5,23
28710.0,1,3,1,2,2010,56,25,8
32271.0,18,6,4,11,2010,325,21,46
25102.0,1,1,2,4,2014,98,8,15
28945.0,7,3,2,4,2004,99,8,15
28830.0,15,6,2,6,2002,167,16,24
27350.0,2,1,4,11,2015,328,24,48
32111.0,10,3,2,4,2002,94,4,14
28525.0,6,2,2,4,2009,98,8,15
28361.0,8,3,4,10,2016,287,13,41
40248.0,21,4,1,1,2015,30,30,5
33755.0,7,6,1,2,2010,38,7,5
34721.0,13,1,1,1,2010,26,26,4
37187.0,19,1,4,11,2004,314,9,46
26263.0,19,5,2,4,2002,103,13,15
32949.0,18,6,4,12,2011,338,4,48
33096.0,22,3,1,3,2003,79,20,12
22937.0,3,0,2,4,2005,115,25,17
31205.0,23,5,4,11,2007,328,24,47
49489.0,18,1,1,1,2014,7,7,2
21294.0,3,5,4,10,2003,284,11,41
33820.0,16,3,3,9,2004,274,30,40
24722.0,10,6,4,10,2016,276,2,39
21299.0,5,2,3,9,2014,267,24,39
41784.0,8,2,1,1,2009,14,14,3
31905.0,13,4,1,2,2002,32,1,5
32351.0,18,1,2,5,2005,130,10,19
33987.0,12,5,4,12,2007,356,22,51
37304.0,17,6,1,2,2016,45,14,6
28762.0,8,2,4,10,2013,289,16,42
22630.0,4,2,2,6,2010,160,9,23
45006.0,19,1,3,8,2008,232,19,34
23256.0,6,4,2,5,2012,139,18,20
29948.0,9,0,2,5,2009,138,18,21
33500.0,12,2,2,5,2002,128,8,19
30900.0,0,5,4,11,2014,333,29,48
33011.0,21,5,4,11,2012,329,24,47
41191.0,0,3,3,8,2002,227,15,33
38028.0,7,1,1,1,2018,16,16,3
36091.0,7,1,4,12,2009,356,22,52
29675.0,12,1,4,11,2016,320,15,46
39437.0,19,4,3,9,2004,247,3,36
38944.0,19,1,2,6,2007,156,5,23
47681.0,16,1,3,7,2017,192,11,28
47153.0,11,4,2,6,2003,178,27,26
39097.0,21,1,3,7,2003,210,29,31
32106.0,19,4,4,10,2002,284,11,41
29405.0,2,3,2,6,2002,157,6,23
23232.0,6,1,3,9,2012,269,25,39
40877.0,17,3,1,1,2004,15,15,3
35008.0,8,4,3,8,2006,237,25,34
28565.0,4,3,3,8,2013,234,22,34
24594.0,1,4,4,11,2006,328,24,47
34127.0,23,5,3,7,2008,187,5,27
27662.0,5,0,1,1,2016,4,4,1
32539.0,18,5,1,2,2018,41,10,6
24735.0,8,3,4,11,2007,326,22,47
38066.0,20,1,1,1,2015,20,20,4
36349.0,16,0,1,2,2010,32,1,5
31321.0,17,1,1,3,2010,82,23,12
31418.0,10,3,2,5,2014,142,22,21
36238.0,20,0,4,11,2002,322,18,47
36205.0,8,4,4,12,2003,346,12,50
26827.0,6,2,2,6,2008,156,4,23
31359.0,13,4,4,10,2003,304,31,44
35149.0,9,4,1,3,2006,83,24,12
43367.0,21,6,3,8,2012,218,5,31
31488.0,7,1,2,4,2008,106,15,16
29157.0,8,0,2,4,2004,110,19,17
31556.0,22,1,2,5,2008,134,13,20
22998.0,6,0,2,6,2003,160,9,24
24736.0,3,0,1,1,2018,29,29,5
27020.0,1,1,1,2,2013,43,12,7
36202.0,6,4,4,12,2010,351,17,50
33971.0,9,2,3,8,2012,242,29,35
29018.0,7,3,3,7,2009,183,2,27
35768.0,13,5,2,6,2003,179,28,26
24393.0,6,2,4,10,2005,292,19,42
31131.0,21,1,4,10,2014,280,7,41
30204.0,9,0,3,9,2015,271,28,40
28623.0,6,1,2,5,2004,146,25,22
31655.0,8,5,1,1,2014,18,18,3
30519.0,10,6,1,3,2003,61,2,9
24805.0,6,5,1,1,2007,13,13,2
49642.0,19,0,3,8,2005,213,1,31
30469.0,7,2,4,12,2004,343,8,50
24340.0,6,5,2,5,2018,146,26,21
29335.0,18,5,4,10,2004,276,2,40
26285.0,1,3,4,10,2006,299,26,43
28347.0,21,5,2,6,2003,172,21,25
44910.0,14,4,3,8,2007,236,24,34
38683.0,19,0,4,12,2006,345,11,50
38185.0,6,0,1,1,2005,24,24,4
25063.0,3,4,2,6,2005,168,17,24
31021.0,8,4,2,4,2009,114,24,17
29363.0,13,6,4,11,2008,321,16,46
28856.0,7,6,1,2,2015,39,8,6
47199.0,18,5,3,7,2007,209,28,30
41072.0,18,4,3,8,2015,219,7,32
31982.0,11,2,2,5,2005,131,11,19
36961.0,8,4,1,2,2012,41,10,6
32907.0,14,4,4,10,2010,274,1,39
29601.0,22,4,2,5,2012,139,18,20
36587.0,18,4,4,12,2011,343,9,49
23218.0,5,1,3,9,2009,251,8,37
37913.0,12,5,3,7,2005,183,2,26
26839.0,2,5,1,2,2012,42,11,6
22681.0,5,2,2,5,2007,122,2,18
32074.0,16,0,2,5,2012,135,14,20
32678.0,3,2,3,7,2011,201,20,29
36539.0,20,3,1,1,2007,4,4,1
32419.0,10,4,4,11,2010,323,19,46
37843.0,14,3,1,1,2014,2,2,1
20365.0,3,0,3,9,2013,273,30,40
51022.0,14,4,3,7,2012,188,6,27
31382.0,14,0,1,2,2018,43,12,7
34097.0,9,5,1,2,2010,58,27,8
28874.0,8,6,4,12,2014,341,7,49
35707.0,10,4,1,3,2011,63,4,9
24710.0,4,0,4,11,2010,312,8,45
32454.0,11,3,1,1,2013,31,31,5
26642.0,1,3,1,2,2013,59,28,9
34478.0,12,4,1,2,2003,52,21,8
29195.0,10,3,4,12,2015,365,31,53
27617.0,23,4,3,9,2013,249,6,36
39744.0,17,0,1,1,2009,26,26,5
31984.0,20,6,4,10,2007,294,21,42
36558.0,8,0,1,2,2006,37,6,6
29971.0,1,1,4,12,2002,351,17,51
37727.0,19,6,2,5,2012,148,27,21
25992.0,0,3,4,11,2004,309,4,45
31066.0,13,1,2,4,2006,108,18,16
33731.0,11,3,3,8,2002,241,29,35
28217.0,10,5,4,10,2003,277,4,40
31951.0,9,5,1,3,2003,67,8,10
40370.0,21,1,1,3,2015,62,3,10
26945.0,9,0,3,9,2003,244,1,36
33991.0,12,5,3,8,2004,227,14,33
40916.0,21,1,3,8,2005,235,23,34
35077.0,21,3,2,6,2012,166,14,24
28795.0,15,3,2,5,2016,140,19,20
39035.0,11,6,2,6,2008,181,29,26
36964.0,8,3,3,8,2003,226,14,33
30076.0,15,0,2,4,2015,110,20,17
28890.0,7,5,1,3,2015,87,28,13
29542.0,4,4,1,1,2017,6,6,1
30245.0,8,5,1,2,2012,42,11,6
22187.0,6,5,3,9,2010,254,11,36
26344.0,19,5,2,5,2003,144,24,21
32156.0,0,1,1,2,2011,53,22,8
31844.0,22,6,3,8,2003,236,24,34
32546.0,21,0,4,10,2009,285,12,42
31826.0,17,1,1,2,2017,38,7,6
23406.0,2,0,3,9,2010,270,27,39
34258.0,13,2,3,9,2009,259,16,38
29995.0,8,3,1,3,2016,77,17,11
34678.0,8,0,1,1,2002,7,7,2
41430.0,18,3,3,8,2015,218,6,32
30827.0,16,1,1,3,2002,78,19,12
22291.0,2,6,4,10,2012,288,14,41
31163.0,16,4,4,10,2008,277,3,40
26476.0,0,6,2,5,2010,143,23,20
32115.0,9,2,3,8,2011,236,24,34
24023.0,5,3,2,5,2018,151,31,22
29476.0,16,5,1,3,2015,73,14,11
31385.0,13,0,2,5,2009,131,11,20
40528.0,0,0,3,8,2002,231,19,34
42613.0,21,2,3,7,2014,190,9,28
36124.0,11,1,3,9,2007,268,25,39
28525.0,1,3,4,12,2012,348,13,50
51813.0,12,4,3,8,2016,225,12,32
37248.0,11,1,3,8,2004,230,17,34
30529.0,8,4,4,11,2017,314,10,45
30308.0,11,0,4,10,2002,287,14,42
26806.0,15,5,4,11,2011,316,12,45
22468.0,1,1,2,5,2016,145,24,21
28575.0,23,1,4,11,2010,327,23,47
31245.0,12,1,2,5,2009,139,19,21
29613.0,10,4,4,11,2016,323,18,46
27825.0,5,5,1,1,2005,15,15,2
29168.0,6,2,3,7,2014,190,9,28
33675.0,11,1,1,3,2005,88,29,13
30711.0,14,4,4,11,2007,327,23,47
34365.0,19,1,3,9,2003,266,23,39
27495.0,7,4,2,4,2004,114,23,17
24123.0,0,1,2,5,2005,151,31,22
32900.0,21,0,4,11,2009,306,2,45
30414.0,14,0,2,4,2002,91,1,14
26270.0,6,3,3,7,2015,204,23,30
26639.0,21,4,4,12,2015,359,25,52
34875.0,21,2,4,10,2006,298,25,43
36429.0,22,0,2,6,2009,173,22,26
26103.0,19,0,2,5,2003,146,26,22
23646.0,7,5,4,10,2008,292,18,42
42613.0,17,3,3,8,2009,225,13,33
31147.0,19,4,2,6,2005,154,3,22
29089.0,8,3,2,6,2013,157,6,23
36810.0,19,6,4,12,2007,364,30,52
26888.0,4,1,1,2,2011,39,8,6
27235.0,12,6,2,4,2008,104,13,15
42758.0,16,4,3,7,2018,201,20,29
39461.0,10,1,3,9,2015,244,1,36
30192.0,4,5,1,1,2011,8,8,1
27256.0,3,5,3,8,2010,219,7,31
35653.0,19,1,4,10,2007,275,2,40
31657.0,17,4,4,10,2008,298,24,43
32850.0,8,1,1,3,2005,67,8,10
32386.0,10,6,4,12,2010,339,5,48
39104.0,14,4,1,1,2016,22,22,3
33334.0,8,2,1,3,2015,70,11,11
33807.0,11,3,2,6,2018,165,14,24
36226.0,12,2,3,8,2010,237,25,34
37860.0,13,5,1,1,2004,31,31,5
30010.0,20,5,2,4,2011,106,16,15
24466.0,4,6,1,3,2015,81,22,12
31102.0,15,0,2,5,2009,131,11,20
26602.0,1,5,4,10,2007,293,20,42
26867.0,16,6,4,10,2003,285,12,41
29047.0,1,3,2,6,2018,165,14,24
32301.0,22,2,3,8,2017,242,30,35
27872.0,5,4,4,11,2007,313,9,45
39632.0,23,1,3,7,2016,187,5,27
29952.0,1,5,3,7,2007,195,14,28
29882.0,20,6,1,3,2003,75,16,11
30462.0,2,3,1,2,2010,49,18,7
29205.0,1,2,3,7,2003,211,30,31
29480.0,3,0,3,8,2006,233,21,34
37683.0,9,3,4,12,2007,347,13,50
26753.0,1,6,3,9,2003,257,14,37
25905.0,4,0,4,11,2007,323,19,47
30586.0,12,5,3,7,2017,210,29,30
36830.0,12,1,1,2,2003,49,18,8
31211.0,6,5,3,7,2011,211,30,30
24661.0,5,5,3,8,2008,229,16,33
32590.0,22,6,3,9,2013,251,8,36
37295.0,22,2,1,2,2004,35,4,6
29758.0,17,6,4,11,2015,326,22,47
22717.0,4,4,3,9,2012,258,14,37
34694.0,14,6,4,12,2009,347,13,50
30258.0,7,6,4,12,2005,352,18,50
26013.0,5,6,3,7,2009,207,26,30
44785.0,18,2,2,6,2008,177,25,26
29167.0,7,2,4,10,2007,290,17,42
25385.0,18,5,2,4,2014,102,12,15
34384.0,17,5,3,9,2002,250,7,36
32104.0,21,2,2,5,2005,124,4,18
41653.0,18,3,3,8,2015,225,13,33
54803.0,19,1,3,7,2011,193,12,28
31522.0,16,1,4,12,2012,353,18,51
29611.0,3,5,3,8,2012,224,11,32
26704.0,8,6,4,11,2006,330,26,47
42841.0,20,1,1,1,2010,5,5,1
22773.0,5,3,4,12,2015,365,31,53
31615.0,16,0,2,5,2002,126,6,19
21566.0,5,2,2,5,2016,132,11,19
27422.0,1,3,3,8,2008,241,28,35
48257.0,13,2,2,6,2005,166,15,24
35414.0,22,0,1,2,2009,33,2,6
30532.0,14,2,1,1,2017,4,4,1
31779.0,19,5,1,1,2007,6,6,1
46618.0,18,1,3,8,2007,240,28,35
21542.0,2,3,4,10,2015,281,8,41
30591.0,7,3,2,4,2015,99,9,15
55008.0,17,3,3,8,2002,227,15,33
33945.0,21,0,4,12,2012,345,10,50
35029.0,16,2,4,12,2014,344,10,50
29326.0,16,6,1,3,2008,76,16,11
24817.0,19,1,4,10,2012,304,30,44
37711.0,12,0,1,2,2004,33,2,6
30611.0,0,4,3,7,2006,188,7,27
29039.0,9,5,4,10,2013,299,26,43
42942.0,14,3,2,6,2017,173,22,25
28177.0,8,4,4,11,2012,307,2,44
28318.0,21,5,2,4,2004,115,24,17
28928.0,23,2,2,4,2003,106,16,16
34961.0,11,6,2,6,2015,172,21,25
26799.0,5,2,2,6,2004,161,9,24
36696.0,22,1,1,2,2018,37,6,6
34659.0,11,6,3,8,2014,243,31,35
27330.0,18,5,2,5,2018,125,5,18
24295.0,2,6,3,9,2015,256,13,37
32001.0,18,3,4,10,2004,288,14,42
21889.0,5,3,2,4,2013,115,25,17
44373.0,14,2,2,6,2017,165,14,24
26638.0,0,1,3,9,2017,248,5,36
25737.0,4,5,3,7,2017,189,8,27
30838.0,14,3,2,4,2018,109,19,16
28762.0,18,6,2,4,2018,105,15,15
27655.0,8,5,4,11,2015,325,21,47
36216.0,9,6,3,7,2010,199,18,28
26938.0,4,6,3,8,2003,222,10,32
32198.0,2,2,3,7,2017,193,12,28
24419.0,4,1,1,3,2008,64,4,10
29901.0,21,4,2,5,2014,136,16,20
21408.0,2,5,1,3,2016,72,12,10
33542.0,8,1,1,1,2008,8,8,2
49429.0,15,6,3,7,2018,182,1,26
39607.0,14,4,2,6,2018,152,1,22
50103.0,18,6,3,7,2006,197,16,28
32048.0,9,2,3,9,2010,265,22,38
34413.0,7,2,3,8,2009,231,19,34
31702.0,21,0,2,5,2010,137,17,20
25707.0,6,5,4,11,2002,327,23,47
27486.0,14,5,2,5,2011,134,14,19
28587.0,4,5,1,1,2010,2,2,53
31662.0,22,1,4,10,2004,293,19,43
23884.0,4,6,4,12,2017,358,24,51
28364.0,1,2,3,9,2015,273,30,40
29092.0,23,2,4,11,2006,319,15,46
32396.0,10,0,3,9,2010,263,20,38
33470.0,9,4,4,10,2009,289,16,42
29693.0,8,1,4,10,2004,279,5,41
25521.0,4,2,2,6,2005,173,22,25
26655.0,14,0,2,5,2003,146,26,22
29097.0,12,3,4,11,2011,328,24,47
27975.0,0,6,4,12,2008,363,28,52
38780.0,9,1,2,6,2017,164,13,24
34256.0,13,2,1,1,2012,18,18,3
38737.0,1,1,3,7,2005,200,19,29
38348.0,18,0,2,6,2004,173,21,26
34728.0,19,6,2,6,2014,159,8,23
28751.0,11,0,4,10,2015,278,5,41
39428.0,7,1,1,2,2009,55,24,9
40568.0,22,1,1,1,2015,6,6,2
31256.0,10,1,2,4,2014,98,8,15
25725.0,7,0,2,5,2002,126,6,19
35860.0,21,1,4,12,2012,353,18,51
32640.0,10,3,3,9,2003,268,25,39
34721.0,1,3,1,1,2014,9,9,2
36054.0,20,3,2,6,2006,166,15,24
30152.0,13,6,1,3,2005,72,13,10
35715.0,12,3,1,2,2017,40,9,6
33015.0,23,0,1,1,2009,5,5,2
25524.0,6,1,4,11,2010,320,16,46
28014.0,7,4,2,5,2010,148,28,21
27555.0,11,5,2,4,2010,107,17,15
41964.0,19,2,2,6,2016,174,22,25
26226.0,9,6,1,1,2012,1,1,52
36026.0,10,0,1,2,2011,38,7,6
48317.0,15,1,3,7,2011,186,5,27
24992.0,6,6,4,12,2013,363,29,52
41002.0,14,4,3,7,2009,205,24,30
22606.0,2,5,4,11,2014,305,1,44
32973.0,16,6,1,1,2006,15,15,2
43619.0,19,0,2,6,2013,168,17,25
24795.0,23,5,1,3,2002,89,30,13
28561.0,11,6,1,3,2012,71,11,10
29482.0,15,4,4,12,2015,338,4,49
32794.0,14,1,4,11,2011,326,22,47
40392.0,20,0,1,2,2004,33,2,6
26583.0,1,3,1,1,2008,10,10,2
23592.0,4,0,2,4,2014,97,7,15
24032.0,0,6,4,10,2009,284,11,41
36017.0,14,2,1,1,2008,23,23,4
27725.0,14,6,4,10,2005,282,9,40
28931.0,16,5,2,5,2004,122,1,18
32756.0,14,0,4,10,2006,275,2,40
24783.0,8,5,2,4,2003,109,19,16
27111.0,1,3,1,1,2013,10,10,2
27075.0,5,3,2,6,2010,168,17,24
25705.0,6,0,3,8,2009,243,31,36
38429.0,14,1,2,5,2010,145,25,21
33219.0,16,2,4,12,2006,347,13,50
28877.0,2,0,1,1,2016,18,18,3
37620.0,12,1,3,9,2011,270,27,39
28739.0,1,3,4,11,2013,318,14,46
26823.0,2,0,1,3,2015,82,23,13
31573.0,21,1,2,4,2013,113,23,17
37789.0,11,5,3,8,2003,214,2,31
33277.0,10,0,1,1,2010,25,25,4
25505.0,11,6,3,9,2012,267,23,38
29846.0,7,3,4,10,2013,297,24,43
41810.0,13,3,2,6,2009,176,25,26
22646.0,0,0,4,10,2017,296,23,43
22574.0,9,6,2,5,2016,136,15,19
35992.0,22,1,3,8,2016,236,23,34
36371.0,20,2,1,3,2011,82,23,12
22995.0,6,0,3,9,2015,257,14,38
41590.0,13,2,3,9,2014,246,3,36
23900.0,1,3,4,10,2011,286,13,41
25166.0,6,4,3,8,2015,226,14,33
42933.0,22,6,1,1,2018,7,7,1
36644.0,15,5,3,8,2012,231,18,33
29409.0,7,2,3,9,2005,250,7,36
33144.0,12,0,4,12,2002,357,23,52
42103.0,14,5,1,1,2018,6,6,1
36852.0,17,1,1,2,2014,56,25,9
27020.0,7,1,3,8,2016,236,23,34
34816.0,14,2,1,1,2006,18,18,3
24814.0,18,5,2,4,2016,121,30,17
28212.0,4,4,3,7,2015,212,31,31
29325.0,14,3,4,12,2015,344,10,50
45092.0,13,0,3,7,2009,208,27,31
34026.0,21,2,4,10,2006,284,11,41
33941.0,10,3,2,6,2004,155,3,23
28172.0,20,5,2,5,2012,126,5,18
39554.0,14,5,3,8,2003,221,9,32
29892.0,15,1,2,4,2013,106,16,16
31603.0,23,4,1,2,2014,52,21,8
27185.0,0,6,1,2,2002,55,24,8
28885.0,10,1,2,4,2014,112,22,17
31456.0,23,2,2,6,2017,179,28,26
32177.0,22,1,2,5,2007,128,8,19
38571.0,22,1,4,12,2008,351,16,51
34632.0,7,2,4,11,2005,327,23,47
24698.0,5,6,3,7,2004,186,4,27
25952.0,11,5,2,5,2014,123,3,18
32158.0,22,3,1,3,2002,80,21,12
32084.0,21,2,4,10,2003,288,15,42
37528.0,11,4,1,2,2005,56,25,8
49938.0,10,1,3,8,2006,213,1,31
40799.0,12,2,1,1,2003,22,22,4
33623.0,21,0,2,4,2005,94,4,14
46644.0,20,3,3,7,2006,194,13,28
43640.0,21,1,3,7,2015,195,14,29
34351.0,16,3,2,4,2011,118,28,17
41240.0,14,2,3,7,2015,182,1,27
33426.0,16,3,1,2,2018,32,1,5
27260.0,2,0,4,12,2012,359,24,52
29714.0,7,6,4,12,2007,336,2,48
29007.0,13,6,4,11,2016,325,20,46
39348.0,13,4,4,10,2007,278,5,40
40593.0,12,2,3,9,2011,257,14,37
26689.0,3,0,1,1,2003,6,6,2
28870.0,9,6,3,7,2014,208,27,30
34794.0,22,6,1,1,2005,16,16,2
27866.0,5,2,4,12,2016,349,14,50
